amfi_code,mean,std,Sharpe_Ratio
120507,0.0002676525413793258,0.0003111357089670823,13.655945785490818
120844,0.0002561287499929851,0.0003233593463542917,12.573992069234299
101208,0.00024154628565905978,0.00031902540821652624,12.019194437293741
148567,0.001073675403449081,0.008941194822595984,1.906240606112941
120843,0.001081754914045031,0.01000786081516778,1.7158838646601755
119551,0.0009167982325947294,0.00865628985637757,1.6812885192947522
148569,0.0011240540293206527,0.01113357770842735,1.6027017548176619
118632,0.0008652259973214283,0.008912624198545507,1.5410766340763595
120505,0.0011613203372383767,0.012152155877011201,1.5170467705867343
149323,0.0010551910655344048,0.011179029641055084,1.498398287526754
120504,0.0008430464116382315,0.009048331253878003,1.479051387242828
101206,0.0008517723174694551,0.009177111485957208,1.473390224661706
100033,0.0010798038431409668,0.011929006552266403,1.4369473708470784
119552,0.0007852425930349881,0.008780976223037775,1.4195847253808065
119120,0.00022226830595075775,0.0024990143961777047,1.4119166246743915
148568,0.0008250722735460028,0.009719447430866657,1.3475679960106948
119094,0.0010266978562569042,0.012225334849231495,1.3331596554656326
102885,0.0006741587522893979,0.008086315812687747,1.3234628308259118
118636,0.00020153331311365723,0.0025106530475991523,1.2742669352187936
120503,0.000697595408431375,0.008746373512793105,1.2661229002514072
125497,0.0007095223731125696,0.009240517486188758,1.2189055981105001
149324,0.0011941715475284602,0.015647858323745833,1.2114683832668274
119598,0.0012010157369980656,0.015837075918187664,1.2038544149893053
118635,0.000600473969875538,0.008178621336543396,1.1655055743635732
118633,0.0006163137445172902,0.008817415800853686,1.1095855754647805
100025,0.00017005379350090052,0.0024600734466666977,1.0973332061678207
120506,0.0006501094769466271,0.009594323495169218,1.0756535373232485
102887,0.000645340694310669,0.009926838079358378,1.0319968802187682
120841,0.0005220152587214266,0.008481394140912226,0.9770487249229908
149322,0.0005222511308194414,0.009042081769919415,0.9168773182303237
118634,0.0007071093821003067,0.015900663604058233,0.7059462251426324
125498,0.00047686346287115325,0.011560944277330931,0.6547884507482984
119093,0.00032985864437101356,0.008808648249969938,0.5944548466765553
119092,0.0002749789297660477,0.008788090603213453,0.49671258305709654
120842,0.0003119045881482731,0.011272610878515414,0.43923558539210494
101207,0.0004244528681492361,0.0162507854947117,0.4146249051492597
100016,0.00014159930699210853,0.009164463506291042,0.2452756030048254
119599,0.00020131692580289563,0.015717101489290834,0.20333310976407148
119095,0.00018236517391230026,0.015790461312930573,0.18333583360577982
102886,0.0001098147223397074,0.011423709289098142,0.15259970553438973
