amfi_code,Alpha,Beta,Sharpe_Ratio,Maximum_Drawdown_%,Sortino_Ratio,Tracking_Error
100016,0.033057398967407135,0.010024254984698716,0.2452756030048254,-24.7344408806733,0.42727585566257165,0.263068822043912
100025,0.04421373321008338,-0.005192956463615281,1.0973332061678207,-4.308263824636346,1.82243203470703,0.22595900145395134
100033,0.2637421064185406,0.03194955596929942,1.4369473708470784,-16.21720857464485,2.4031930661557115,0.2859205944011043
101206,0.2189849873045256,-0.016563232319386202,1.473390224661706,-11.291596329323077,2.5812149008316934,0.26808669086236425
101207,0.11969280859137324,-0.04860388402159111,0.4146249051492597,-35.44691649336603,0.7051694658028345,0.3468988999421289
101208,0.06068666085089296,0.0006986790252850988,12.019194437293741,-0.16224980244717319,24.773822215010284,0.2213150920879752
102885,0.1718219803462218,-0.007383630916116847,1.3234628308259118,-10.859862152502323,2.3254836983597023,0.2573423144195259
102886,0.031052225684034127,-0.012900202466497833,0.15259970553438973,-28.00112356639287,0.2574241229320304,0.2883996011347966
102887,0.16086056100273333,0.00673963243589905,1.0319968802187682,-21.28539887479686,1.8136563676908644,0.2705458203015004
118632,0.21604529457710409,0.007603852217487014,1.5410766340763595,-17.41407508665723,2.6359467865175756,0.2613336596674144
118633,0.15823195814800076,-0.011151545249823315,1.1095855754647805,-18.629743138595508,1.985391870421149,0.26402422909214124
118634,0.17817740763310738,5.404802887021004e-05,0.7059462251426324,-23.34488614483311,1.1744118467584455,0.33575491638707466
118635,0.15150439973311333,-0.000706147467961524,1.1655055743635732,-11.511457598975513,1.994892453759815,0.2568047932091111
118636,0.0509825447193827,-0.0007488711121303098,1.2742669352187936,-8.316361763638701,2.192176387511355,0.22513351754027816
119092,0.06266607789218161,0.025307066198651265,0.49671258305709654,-14.401617909337267,0.8482795717950138,0.256912538240862
119093,0.07884415057944709,0.016341279539428398,0.5944548466765553,-21.75139637014823,1.0139771825149029,0.25879388756589544
119094,0.25949494004102347,-0.0029285995062783023,1.3331596554656326,-20.960883862039193,2.275459379281571,0.29491352051258607
119095,0.057894640724023706,-0.045579881508415555,0.18333583360577982,-51.67775370852657,0.3093314180343893,0.34106526526113673
119120,0.055753059429118075,0.0009871198451448287,1.4119166246743915,-4.328728923970098,2.3478437370542458,0.22472249534525843
119551,0.23773993539556662,-0.025605501536832293,1.6812885192947522,-15.012385498645333,2.9781561862958688,0.2653609897615566
119552,0.20739635837062403,-0.036327727771577625,1.4195847253808065,-11.8034935027643,2.397213118992199,0.2683572745894107
119598,0.3151108644721454,-0.047550969597759965,1.2038544149893053,-28.706005721764555,2.1335233594752,0.3418922319373387
119599,0.0477843559081996,0.011253156883734346,0.20333310976407148,-52.574221170128496,0.3356039123344623,0.3319198207474593
120503,0.17142769619430487,0.01667006892797072,1.2661229002514072,-13.897862823061635,2.1228797988130172,0.25819865326663977
120504,0.222397686524898,-0.037987599835233046,1.479051387242828,-12.588275606922513,2.6011291988726977,0.2708866804799784
120505,0.29814439463600517,-0.020966386152976926,1.5170467705867343,-18.188513572116292,2.608779086757224,0.2971413430737606
120506,0.15870253497950756,0.01956669856123336,1.0756535373232485,-19.82565826298267,1.816677554325752,0.26514456945040493
120507,0.06748011127029044,-0.00012091461430341246,13.655945785490818,-0.09773140045925681,28.983394570464686,0.22149373657946775
120841,0.13666944329070402,-0.019553507428904705,0.9770487249229908,-17.573614164687285,1.7050850490693161,0.2628074520574955
120842,0.08017178058196259,-0.006000994008274443,0.43923558539210494,-24.003511326274882,0.7206568254852878,0.2857160895087305
120843,0.2720365597758032,0.0021596774666808568,1.7158838646601755,-12.97396816518679,3.1045856637907328,0.272123336922513
120844,0.06478627941748204,-0.0009232882056709891,12.573992069234299,-0.11629327956168764,26.597183398039288,0.2216756632952541
125497,0.188349941347337,-0.03646165192709865,1.2189055981105001,-15.200013055606393,2.0906917194965513,0.2722420354185332
125498,0.11993295466812817,0.0009034489481717312,0.6547884507482984,-21.117279560132122,1.1082885761412054,0.28742966822461413
148567,0.2677212170033785,0.010861732566386572,1.906240606112941,-11.26572907502827,3.139984741629027,0.2609682010300942
148568,0.2111019789498633,-0.012155149881301192,1.3475679960106948,-15.27259422823477,2.3753206770129918,0.2720677201217485
148569,0.2831148218509518,0.000560436114050659,1.6027017548176619,-16.396742946932633,2.786281526388347,0.28320545123286556
149322,0.13691768735105483,-0.020274334415411755,0.9168773182303237,-14.111986534883119,1.505866985491652,0.2676086336735981
149323,0.2684626530458333,-0.009752722181865854,1.498398287526754,-17.24810575345138,2.481754253726734,0.28543311344969224
149324,0.2934532052078788,0.028549997525671302,1.2114683832668274,-31.17190030063422,2.066052692377158,0.3285233289815249
